9.9,-79.876983,43.258926,120.06,1.48,5.56,-704,1504,16368,-311,563,-147,-25.73,88.06,994.28,-8495.44,14621.80,-2958.24
10.0,-79.876983,43.258926,120.46,1.59,5.77,-816,1504,16336,-317,559,-151,-27.67,91.34,993.20,-8694.52,14725.26,-3147.44
10.1,-79.876983,43.258926,120.83,1.64,5.95,-720,1488,16176,-318,555,-155,-28.44,93.97,990.86,-8870.54,14789.95,-3336.37
10.2,-79.876983,43.258926,121.07,1.66,6.09,-704,1488,16432,-312,552,-147,-28.94,96.22,991.14,-8981.14,14827.03,-3439.94
10.3,-79.876991,43.258926,121.20,1.75,6.14,-816,1376,16496,-305,548,-145,-30.40,97.10,991.95,-9029.66,14835.32,-3513.49
10.4,-79.876991,43.258926,121.20,1.75,6.14,-816,1376,16496,-305,548,-145,-30.40,97.10,991.95,-9029.66,14835.32,-3513.49
10.5,-79.876991,43.258926,121.38,1.78,6.03,-752,1120,16592,-307,544,-148,-31.05,95.48,993.48,-9084.22,14818.97,-3597.01
10.6,-79.876991,43.258926,121.54,1.78,5.85,-688,944,16368,-307,544,-148,-31.02,92.48,992.80,-9130.61,14805.07,-3668.00
10.7,-79.876991,43.258926,121.53,1.70,5.64,-544,880,16512,-301,547,-142,-29.67,89.34,993.49,-9130.62,14810.79,-3685.98
10.8,-79.876991,43.258926,121.68,1.74,5.49,-736,880,16256,-309,546,-151,-30.28,86.67,991.81,-9182.98,14810.00,-3765.08
10.9,-79.876991,43.258926,121.83,1.71,5.44,-608,1040,16240,-309,543,-147,-29.63,85.88,990.24,-9227.70,14791.35,-3803.68
11.0,-79.876991,43.258926,121.96,1.67,5.36,-592,976,16528,-309,543,-147,-28.93,84.61,991.46,-9265.71,14775.50,-3836.48
11.1,-79.876991,43.258926,122.07,1.65,5.29,-640,992,16528,-309,543,-152,-28.77,83.69,992.50,-9298.00,14762.44,-3899.89
11.2,-79.876991,43.258926,122.05,1.67,5.27,-672,1024,16240,-302,542,-148,-28.93,83.19,990.82,-9279.75,14745.59,-3925.32
11.3,-79.876991,43.258926,122.04,1.65,5.19,-624,928,16384,-302,541,-151,-28.63,81.89,990.68,-9264.29,14725.64,-3968.18
11.4,-79.876991,43.258926,122.07,1.65,5.10,-656,880,16304,-304,541,-155,-28.66,80.34,989.84,-9264.21,14708.89,-4033.01
11.5,-79.876991,43.258926,122.10,1.67,5.05,-688,944,16448,-304,541,-155,-28.98,79.61,990.41,-9264.15,14694.65,-4088.12
11.6,-79.876991,43.258926,122.19,1.66,5.01,-624,928,16144,-304,534,-154,-28.67,78.84,988.20,-9264.56,14641.30,-4127.34
11.7,-79.876991,43.258926,122.25,1.65,5.02,-640,1024,16464,-307,540,-157,-28.56,79.07,989.16,-9284.12,14631.28,-4182.42
11.8,-79.876991,43.258926,122.27,1.64,5.02,-640,992,16336,-303,537,-155,-28.45,78.98,988.84,-9274.79,14605.23,-4214.82
11.9,-79.876991,43.258926,122.27,1.64,5.02,-640,992,16336,-303,537,-155,-28.45,78.98,988.84,-9274.79,14605.23,-4214.82
12.0,-79.876991,43.258926,122.39,1.60,5.06,-560,1072,16320,-318,551,-169,-27.64,79.63,988.42,-9363.96,14665.58,-4342.80
12.1,-79.876998,43.258926,122.44,1.52,5.08,-496,1040,16336,-314,548,-168,-26.36,79.89,988.21,-9413.80,14699.42,-4444.28
12.2,-79.876998,43.258926,122.37,1.47,5.09,-512,1040,16496,-285,511,-144,-25.42,80.12,989.45,-9269.09,14510.54,-4357.39
12.3,-79.876998,43.258926,122.31,1.46,5.07,-592,992,16352,-285,511,-144,-25.35,79.86,989.23,-9146.08,14349.99,-4283.54
12.4,-79.876998,43.258926,121.57,1.52,5.24,-720,1328,16624,-221,467,-78,-26.47,82.75,991.46,-8626.21,13953.53,-3748.89
12.5,-79.876998,43.258926,120.82,1.55,5.41,-672,1360,16432,-209,451,-66,-26.98,85.50,991.65,-8106.96,13522.25,-3208.05
12.6,-79.876998,43.258926,120.14,1.56,5.46,-640,1200,16528,-209,451,-63,-27.12,86.36,992.66,-7665.62,13155.41,-2727.02
12.7,-79.876998,43.258926,119.53,1.57,5.54,-656,1264,16480,-209,451,-63,-27.38,87.68,993.10,-7290.47,12843.60,-2318.15
12.8,-79.876998,43.258926,118.96,1.51,5.43,-512,944,16384,-207,447,-63,-26.29,85.85,992.61,-6958.79,12555.17,-1970.32
12.9,-79.876998,43.258926,118.53,1.48,5.41,-560,1072,16352,-205,437,-57,-25.80,85.47,991.92,-6664.47,12250.83,-1631.30
13.0,-79.876998,43.258926,117.95,1.47,5.38,-576,1056,16416,-198,440,-50,-25.53,85.01,991.89,-6368.35,12009.67,-1293.66
13.1,-79.876998,43.258918,117.53,1.43,5.30,-528,960,16464,-199,433,-54,-24.86,83.73,992.30,-6123.64,11763.78,-1034.55
13.2,-79.876998,43.258918,117.15,1.35,5.27,-432,1024,16464,-199,433,-54,-23.41,83.23,992.64,-5915.63,11554.78,-814.31
13.3,-79.876998,43.258918,116.81,1.27,5.23,-416,1008,16416,-198,431,-51,-22.03,82.65,992.51,-5732.43,11365.19,-605.65
13.4,-79.876998,43.258918,116.54,1.14,5.11,-304,848,16368,-199,431,-56,-19.84,80.69,991.96,-5583.23,11204.38,-463.81
13.5,-79.876998,43.258918,116.21,1.04,4.92,-320,704,16464,-194,427,-54,-18.11,77.69,992.35,-5423.99,11044.35,-328.75
13.6,-79.876998,43.258918,116.12,0.95,4.74,-304,656,16256,-200,425,-52,-16.50,74.70,990.83,-5328.01,10895.99,-199.57
13.7,-79.876998,43.258918,116.02,0.88,4.63,-320,752,16432,-199,424,-55,-15.28,73.04,991.11,-5239.94,10764.32,-111.01
13.8,-79.876998,43.258918,116.02,0.88,4.63,-320,752,16432,-199,424,-55,-15.28,73.04,991.11,-5239.94,10764.32,-111.01
13.9,-79.876998,43.258918,115.90,0.76,4.44,-208,576,16368,-197,422,-55,-13.22,70.01,990.77,-5152.14,10640.78,-35.60
14.0,-79.876998,43.258918,115.79,0.72,4.32,-320,640,16304,-197,422,-55,-12.49,68.02,989.92,-5077.51,10535.76,28.51
14.1,-79.876998,43.258918,115.47,0.63,4.11,-208,464,16464,-191,426,-55,-10.84,64.71,990.61,-4974.56,10470.42,82.68
14.2,-79.876998,43.258918,115.27,0.54,3.88,-192,384,16464,-191,420,-53,-9.29,61.15,991.20,-4887.47,10379.43,143.37
14.3,-79.876998,43.258918,115.15,0.41,3.67,-96,352,16496,-193,421,-55,-7.10,57.84,991.98,-4826.44,10308.01,180.69
14.4,-79.877006,43.258918,115.04,0.34,3.53,-160,416,16368,-193,421,-55,-5.82,55.61,991.51,-4774.57,10247.30,212.41
14.5,-79.877006,43.258918,114.95,0.29,3.40,-192,400,16336,-192,418,-57,-5.03,53.57,990.82,-4724.13,10178.29,225.39
14.6,-79.877006,43.258918,114.87,0.26,3.32,-208,448,16288,-193,421,-55,-4.50,52.27,989.82,-4687.61,10137.03,250.40
14.7,-79.877006,43.258918,114.70,0.33,3.69,-384,1200,16384,-189,421,-49,-5.67,58.11,989.82,-4630.43,10101.73,314.27
14.8,-79.877006,43.258918,114.59,0.43,4.06,-464,1296,16336,-188,415,-51,-7.39,63.96,989.41,-4575.68,10036.68,354.80
14.9,-79.877006,43.258918,114.50,0.44,4.24,-336,1056,16352,-188,415,-51,-7.69,66.72,989.19,-4529.14,9981.38,389.24
15.0,-79.877006,43.258918,114.46,0.52,4.35,-448,992,16496,-192,421,-55,-8.96,68.47,990.28,-4515.33,9969.73,389.68
15.1,-79.877006,43.258918,114.38,0.55,4.48,-384,1056,16464,-191,423,-53,-9.46,70.56,990.93,-4496.92,9971.49,404.10
15.2,-79.877006,43.258918,114.38,0.56,4.66,-368,1184,16464,-191,418,-51,-9.74,73.51,991.48,-4481.61,9943.41,430.94
15.3,-79.877006,43.258918,114.37,0.59,4.70,-400,976,16336,-191,418,-51,-10.27,74.10,990.81,-4468.61,9919.55,453.75
15.4,-79.877006,43.258918,114.40,0.61,4.78,-384,1056,16336,-193,420,-54,-10.57,75.33,990.24,-4470.48,9911.14,451.69
15.5,-79.877006,43.258918,114.32,0.58,4.89,-304,1136,16416,-189,419,-51,-10.10,77.12,990.47,-4446.00,9898.13,471.31
15.6,-79.877006,43.258918,114.19,0.61,4.95,-400,1072,16480,-187,418,-51,-10.57,78.06,991.23,-4412.17,9881.32,488.05
15.7,-79.877006,43.258918,114.09,0.62,4.97,-384,1040,16608,-187,418,-51,-10.83,78.55,993.01,-4383.42,9867.04,502.28
15.8,-79.877006,43.258918,114.21,0.61,5.04,-336,1104,16384,-193,416,-53,-10.61,79.57,992.54,-4398.34,9842.90,500.35
15.9,-79.877006,43.258918,114.24,0.61,5.05,-352,1024,16256,-192,420,-54,-10.57,79.69,991.00,-4404.22,9846.06,491.29
16.0,-79.877006,43.258918,114.20,0.62,5.07,-368,1040,16432,-190,419,-55,-10.68,79.94,991.25,-4396.19,9843.08,476.56
16.1,-79.877006,43.258918,114.18,0.62,5.15,-368,1168,16448,-190,419,-55,-10.77,81.33,991.61,-4389.37,9840.55,464.04
16.2,-79.877006,43.258918,114.22,0.62,5.18,-352,1088,16352,-192,419,-55,-10.71,81.78,991.07,-4396.66,9838.26,453.40
16.3,-79.877006,43.258918,114.16,0.65,5.23,-416,1120,16304,-190,421,-53,-11.24,82.46,990.17,-4389.64,9848.04,458.41
16.4,-79.877006,43.258918,114.13,0.67,5.24,-400,1072,16288,-189,418,-51,-11.54,82.59,989.27,-4377.35,9838.62,477.09
16.5,-79.877006,43.258918,114.15,0.69,5.28,-416,1120,16432,-190,416,-54,-11.94,83.14,989.79,-4373.56,9819.03,471.82
16.6,-79.877006,43.258918,114.17,0.70,5.28,-400,1072,16416,-190,416,-54,-12.14,83.17,990.08,-4370.34,9802.38,467.33
16.7,-79.877006,43.258918,114.29,0.73,5.25,-432,1040,16576,-192,413,-53,-12.60,82.90,991.75,-4380.89,9770.37,470.86
16.8,-79.877006,43.258918,114.35,0.71,5.25,-368,1056,16416,-192,416,-54,-12.41,82.82,991.75,-4389.65,9760.89,466.53
